id_etudiant	id_promo	nom	prenom	id_secu	num_banque	 age
732	5	JOSEY	Britni	563815185148971	DZ58313820525768988770	21
733	7	MARGARETA	Piedad	064755224698642	WX26223275421008688250	31
734	10	TAD	Sartor	636782426922855	PG05362706833509206678	28
735	11	ILONA	Anamaria	173608553985940	MZ43125088053072849549	24
736	9	PINEO	Jamel	302396493692865	RD99624253721390011061	18
737	4	THURMOND	Wanita	662788725152926	EM35080075665775591719	31
738	8	WESTFIELD	Saturnina	244944291181925	MX08076382891123853824	31
739	7	PLEAS	Steil	473099013098477	NN02897276062442152800	27
740	4	FRISCH	Idella	954252146539391	HN17167570234796788925	24
741	9	JOSEPHINE	Frisch	070292534072008	VM02224527506077163993	22
742	10	BASTIEN	Haig	444939920137525	UV29268753281437857312	28
743	8	RANGER	Neta	602679702640307	GP51446941243383402359	28
744	6	ABELL	Fouch	362055401769936	JK01337142125877794116	24
745	8	KARLY	Guse	146521911555503	BD41365926204794358470	25
746	8	RANGER	Valrie	238840910672309	PC73194283371101272730	26
747	12	VINCENZO	Kathleen	393596970332957	AY34733575800757816012	18
748	6	ISELA	Neta	961173968231503	FU64408007774325514748	24
749	11	CRENSHAW	Catoe	558830490573872	CU97372005156253200336	23
750	3	MAYNE	Mulvey	024657085899603	SC01976341876219832792	31
751	2	TWIFORD	Lajuana	595164030295505	OD81515352283090812851	30
752	4	RUDY	Stegall	929645617045591	EL22786818188106349142	31
753	3	CHRISTOPER	Montag	658533336011724	NK14549918177628532916	18
754	11	GERDA	Mcelrath	184436990698057	GD39558319159801932456	26
755	2	BOYD	Cooney	610354360559676	OZ08003635481283986827	27
756	8	WITHEY	Saucier	717221858300544	BU10449437355045034046	29
757	3	VINCENZO	Holdeman	764990303279624	FX15934729849747341789	25
758	5	TOWNER	Meredith	605525325684251	XZ35043201321503071325	31
759	2	KARREN	Ranger	352528263799997	XD59325297786410969697	19
760	7	FRISCH	Rafael	446282753591528	NC85337985388407656903	26
761	6	STONEBRAKER	Rutigliano	983122629389291	DA17622873869080796858	25
762	12	HARRIET	Merrick	409974444482047	YS50380329296432234498	31
763	2	ASARO	Lorenzana	195728399242733	FD62724767492406688038	29
764	12	SHANTI	Boyles	953217386092842	BN00001475203680380698	31
765	6	HARRIET	Esta	545491395818167	PB10212330576584779525	26
766	11	LAJUANA	Bliss	999024622289018	IQ23103714387965732849	23
767	2	PEARLINE	Kathleen	408728620822158	ZC95595652486278090514	31
768	1	ASKEY	Sima	416074405860744	GA87685975888537940668	31
769	4	ELSBERRY	Zahl	901004849248522	XP49984988684668818217	31
770	2	CARMELITA	Idella	610745056445560	HJ35769696189227512379	30
771	11	ABELL	Haywood	296521049273112	DF86693228926027589111	29
772	2	WESTFIELD	Haith	545317333351382	JL19895407428525495645	18
773	12	VINCENZO	Lajuana	375934131937281	IT10158707098211478989	31
774	4	DOLLOFF	Leggio	229066280622811	SS88972704878516394501	27
775	2	LORENZANA	Fouch	176272016018631	HI35184637316144528702	23
776	3	CHRISTOPER	Ed	749484873377616	YA79699704400212386981	25
777	5	STAFF	Aarons	707019393009689	XH47121494448710168953	25
778	10	FRISCH	Mayne	828980380503616	XM21463981954062391066	28
779	3	ILONA	Tu	064561370187338	QY15451180040292326158	25
780	10	BOYLES	Haywood	526568770825442	CG83430841856580378916	23
781	6	BOYD	Crenshaw	752064740881425	OQ55394784298224601869	31
782	6	KAZUKO	Stephany	132354419010659	SS16022487654032959773	18
783	2	EDDIE	Terrell	413777774020098	KY33085987520436930608	27
784	8	KARREN	Pisano	840072090176705	BL01153692533606879814	26
785	3	ARICA	Classie	464653050088197	EH58752485489956258149	27
786	3	BOYLES	Asaro	665437419334767	HQ22157802345599224614	26
787	7	PLEAS	Meredith	858276919593006	GX82948331817599348099	26
788	12	MARGARETA	Withey	062384858793190	HM35472899058283989069	26
789	6	BOSAK	Difilippo	334922875043173	SA86654154055322454491	30
790	5	MERRICK	Sima	252590580611565	HH55417569261421113704	26
791	12	CHIANG	Karly	097263104107449	LA00811040353790903013	31
792	6	CARMELITA	Patao	949139113094115	OC11813152179189108218	27
793	12	MARGORIE	Mcquaid	022684786907123	TP75156883085361858089	25
794	11	SATURNINA	Stonebraker	609212601368140	SN67391104260387539181	19
795	12	BOYD	Landen	361772595802369	ZI86396529050669499578	29
796	7	KARREN	Esta	441868068044986	UT92045496796457948919	28
797	11	EILEEN	Boyd	825740775939213	SS94935605816710509763	18
798	11	MAXIMINA	Frisch	278712097020776	WZ87085255670672291258	20
799	1	NETA	Stephany	431156921186413	IK16007628084305391022	29
800	11	HALINA	Margareta	723663081645356	XM10373532987897944292	25
801	5	GUSE	Towner	549722103790524	TG83581248176442911284	23
802	5	KENIA	Daniela	446990180785916	RJ75307757715274051447	25
803	4	PLUMBER	Rardin	961096546730455	KT44125783389448523818	19
804	2	ZAHL	Holdeman	461646032791798	GU77552149501954382366	26
805	11	LUNA	Meredith	007876320816768	BL15404061878227966574	28
806	5	HAYMAKER	Ballerini	073389982775815	DH92313930967123096964	21
807	1	MOLTON	Neta	970880940694192	OD07548387944767515520	23
808	3	JOSEPHINE	Speight	715672424805400	BC30694170884643024121	27
809	3	MEREDITH	Ulysses	149884877315698	SF25780165140209452324	27
810	6	SEGOVIA	Rudy	470050874964866	XB25140957535379129493	30
811	11	VALRIE	Neuhaus	409464441682716	MC26353999521714822538	22
812	12	STASIA	Karren	160319989145749	UP75228936179095979255	21
813	4	TOWNER	Rita	786235696715884	KI65243323933524717749	20
814	10	DAHN	Hanzlik	193066998933724	FL57255458357901286097	20
815	10	HOLDEMAN	Asaro	208523807297487	VI39821659546988811888	19
816	9	RUDY	Teasley	929316963887459	HH14729842133809764591	26
817	9	SANDIE	Joaquin	779745123158182	XD80799497272972397077	27
818	12	JAMEL	Patao	662921765120316	UB92391053305068533536	30
819	10	LUNA	Patao	759822912809346	OT33122537219945068010	20
820	3	RANGER	Asaro	152816656634946	HJ62231200097927037130	27
821	5	NEUHAUS	Stephany	606823655767905	AF89749828054200206643	20
822	1	FRISCH	Maximina	408632863263254	YB05993873915822506016	27
823	8	SEARS	Mathers	636160515840528	CI94274184122184165327	22
824	8	CHIANG	Terrell	777426969154021	BZ16831753560343855691	29
825	11	SANDIE	Grays	242485069557175	MJ41006480553103161200	29
826	8	ABELL	Montag	823563814259914	LX83796977427860894522	25
827	11	RITA	Veronique	359844383639280	FS53426876368610256968	21
828	11	MAXIMINA	Piedad	900219938068364	CE48456483389899259947	30
829	3	SELDEN	Stasia	963735333976273	TP29830962294361183673	18
830	1	STAFF	Ballerini	503734002415916	DH02420962763333807067	21
831	3	PAMULA	Asencio	530423716408567	WX75887501685654411897	22
832	3	PATAO	Stasia	386054942344805	US79845059284857225535	25
833	7	NELSON	Kenia	132059895789015	XI79220024912078571302	31
834	4	CARLINE	Erin	990219817316377	ZB28047222162769308372	27
835	11	LUNA	Dolloff	647136240825463	RJ23571069192545515494	23
836	6	VASQUEZ	Oelke	182185837623329	JR42812459333886158312	30
837	5	KARLY	Ranger	890781834697656	ZT82526658371450587993	26
838	4	BASTIEN	Eileen	372163442004965	XQ94227275211962133526	21
839	11	RUDY	Pamula	977416158813516	GQ43869486569349382673	19
840	2	SCHECK	Deetta	485553708073064	CR21641689447824476057	19
841	6	PINEO	Ulysses	261585538199389	LL68736424752656603410	31
842	3	RAFAEL	Guse	144487183027416	IY52656822174309183282	30
843	8	PEARLINE	Dorthey	322978896659551	RF45652109889175253381	28
844	4	JANEY	Trivett	561328126827715	YR32965843091695894195	31
845	7	BOUDREAUX	Catoe	807298040723298	JA26173937703630305121	27
846	8	STEGALL	Rardin	644609062251381	TT77231959996464454676	18
847	10	KELI	Emogene	490577708481549	JD12418523501075894739	25
848	3	PAGE	Kirsh	100683345821158	EY58457037846040785328	22
849	6	PEARLINE	Josey	969067389106084	CS54249643676536656795	25
850	2	BURGETT	Hanzlik	904463981605706	CM20026550982354727393	31
851	1	MCELRATH	Kathleen	758967263976115	BQ20986723394682180863	18
852	7	RUFUS	Gerda	338605830568896	KK01176383485523502344	31
853	3	RUDY	Elsberry	426177928235753	GI09389510819430976715	18
854	3	FRANCENE	Stegall	884036310346739	UM09948162027477213879	27
855	8	ABELL	Teasley	734777168983846	PP18440318125518808801	18
856	2	GABRIELLA	Master	278500451859417	QS75050579245723598877	29
857	3	GUSE	Marchelle	979715041393865	CA88408704885733977353	27
858	9	ISELA	Pisano	522750134554007	ZA55571898801800885069	24
859	11	EVELIA	Towner	097143596547369	KR63186137381204726683	31
860	5	STEPHANY	Mcquaid	239245307703871	ZW28450903746306957258	21
861	7	FRASE	Zahl	916930561399968	CV96184002827743307300	31
862	12	MEREDITH	Mccurley	609203159589557	OO71552981251492063843	30
863	7	BURGETT	Bosak	898155282835161	BB94338581918209848431	21
864	12	STEFANIA	Zahl	258041216586292	SE16024509037209105617	21
865	6	ZAHL	Joselyn	100354431618367	FN36921105640645430680	25
866	11	STONEBRAKER	Tora	761349827868846	LM44649041896757066981	18
867	3	AKIKO	Sartor	692461911946243	AA90912037934343677557	23
868	6	JOVEL	Boyles	731582164441814	IP63150033926559678665	19
869	5	MAXIMINA	Joaquin	622327706899676	KI39937786065331363287	28
870	8	MERRICK	Pamula	864227721738389	HM27142109494484114186	21
871	10	RARDIN	Frase	501683088007718	DH89516178098236388301	20
872	3	TAD	Sparks	832369031786633	TK63394164962282029621	29
873	2	HANZLIK	Erin	987250208231242	HH41402637158265153828	22
874	7	MASTER	Manie	813189295560493	QO68950698930926204213	29
875	11	NETA	Maximina	459868305848025	SW16448371229761825871	31
876	11	ARICA	Ricardo	405399418526120	VC15972287069891222344	31
877	10	SATURNINA	Guse	636509551267013	IT89554578901753016618	22
878	11	RUDY	Josey	186555632740051	EH80409070011212495154	18
879	8	JAMEL	Marchelle	123471980061640	UN52475780837671876187	22
880	2	SCHECK	Burgett	753602989395089	CN31155466476297792468	31
881	5	LAJUANA	Arica	589860444736015	WA21866835965326189381	26
882	9	STAFF	Braz	931299292968212	LB47968052286966677881	24
883	7	JANEY	Ayesha	385368335136523	OE64234547270372328001	18
884	4	STEPHANY	Barb	090887413049633	JZ21713530730038855939	29
885	4	BOYLES	Molton	773082342317531	GV79377565278389084623	31
886	3	MATHERS	Pineo	691399902720868	RZ83571124268519359934	30
887	9	HETTIE	Elmira	305132836417448	KR31292733063270952864	21
888	1	DARCY	Dahn	794470553614164	DT41847677886347575350	31
889	11	MEREDITH	Lorenzana	044105053274269	OL52256794025383091872	23
890	2	CHRISTOPER	Laquanda	331753111911148	DL48665164943624594372	31
891	11	SARTOR	Danziger	745485878622646	AL64753307595687621368	19
892	5	SPARKS	Lajuana	019281832517638	ZO86475187467843497023	20
893	10	ERIN	Haig	895005702661074	HJ66299443158865477850	23
894	5	SAUCIER	Robyn	185506678496159	TU40597188572747125838	22
895	5	REDMOND	Elmira	812478360244550	OA37784214216810481574	28
896	2	CLASSIE	Maximina	976418078355180	GX00513925969728428672	24
897	2	JOAQUIN	Thurmond	011332299884950	ZQ48717358244463968092	23
898	10	SIMA	Laquanda	205212120199987	JX77166071415377507452	19
899	1	PIEDAD	Maximina	200838971889673	KJ13914104504489839978	28
900	3	KIMIKO	Nelson	280677643186291	TS25304881198443489692	19
901	10	ASARO	Lillia	731816101520639	KL01094392884501977582	18
902	2	FRANCENE	Caryn	742663631715692	SM70384344135686230942	25
903	3	JOAQUIN	Holdeman	126143232773942	LS02759897018642333540	26
904	6	MONIKA	Luann	707153656585133	VH64234600229678572589	21
905	3	SIMA	Mcelrath	449046600631355	MG60482491873239526474	28
906	7	LETCHWORTH	Manie	063073759334197	FL50263704125526680455	25
907	12	MCELRATH	Christinia	071956043334174	WA41978159099444218884	27
908	10	LINCOLN	Gerda	885316017582290	CE02208421552862786855	27
909	4	SATURNINA	Teasley	378227859923517	ON13728219151259313420	21
910	4	HETTIE	Nelson	584990940325889	FQ59602040595117168182	19
911	2	NEUHAUS	Idella	024699952384584	WT00330670785230278004	23
912	3	HAITH	Kenia	061683467214873	XG34248014176441868893	18
913	3	KARREN	Tora	050267448465174	RT21233365722279549745	25
914	11	BALLERINI	Kimiko	171081812733973	KT80601630020855226596	23
915	4	LUNA	Evelia	097692425172282	KN22931292522556302599	21
916	9	KIRSH	Laquanda	766244646758096	UT01654640180135082619	18
917	4	JOAQUIN	Neta	870094854267746	IT51999642324835175474	21
918	2	MARGARETA	Vasquez	505305567249477	KT14469807253896445665	27
919	5	COLEY	Shanti	755500602968891	RG93418288758581273843	31
920	5	STEFANIA	Manie	908570633991256	UV25790642160584028194	28
921	4	PLUMBER	Akiko	345033552481780	JC85089547320452643231	29
922	2	LORENZANA	Segovia	843272470696502	SN17873389102538609656	20
923	10	WANITA	Kolman	946028636439475	HD36914367637204578453	19
924	8	LILLIA	Graig	331169747036064	SV08348932211973808186	26
925	6	MADDOCK	Pearline	673567718695303	WC11851280115042603561	21
926	12	MCCURLEY	Ulysses	867895173784531	QC57130005140558970339	27
927	3	JOSEPHINE	Mercy	051828399420527	ER41772946396807594912	27
928	5	EMOGENE	Arica	981860693134784	OQ88611439654344816897	18
929	7	BERTONE	Stonebraker	933493021791466	HC36983443590296489299	29
930	1	PISANO	Ilona	851099803373159	ZN10416579448155546766	20
931	5	CARMELITA	Montag	512079018655554	DL58433669775597000662	20
932	3	DARCY	Frisch	880847312137789	VC87073177024439873062	22
933	2	CATOE	Rita	203857491805959	HP59305955122381756261	31
934	5	MONTAG	Anamaria	006285450211113	CW69465432778343706195	21
935	1	TRIVETT	Ayesha	713229882424951	LY32802314107042477861	20
936	12	WANITA	Bosak	108171436637624	NA10520457056574943626	22
937	8	MOLTON	Gerda	754906600553443	HB34481519360089268318	31
938	4	CHITTENDEN	Lillia	898026727563186	HP68917212251664812649	30
939	2	OELKE	Zahl	447438335958396	ZJ87650915192434569343	28
940	11	STEFANIA	Sartor	883567537770515	YI98757271729841095671	20
941	9	MCELRATH	Frase	388425093237966	PD95040024216198992513	18
942	9	TEASLEY	Britni	604370358236603	XL41152174303999788582	24
943	12	AARONS	Towner	211924409615901	QF95663768091578798307	24
944	8	KEECH	Stanford	698207256724317	JO55748053360762818960	23
945	1	PARTHENIA	Keli	741725364692609	UN47561785402310911459	21
946	12	ED	Luna	375453518007861	VO11739643080694646438	26
947	10	CHIANG	Montag	544339050657572	CB89573646823955892166	29
948	12	HAIG	Bertone	640019082432451	IT40640325046272151135	30
949	11	DIFILIPPO	Patao	588870215158532	HN86909581613063909747	26
950	12	KARLY	Pickles	006534943644160	VQ63268228419191207060	23
951	11	BLISS	Margorie	468531487471149	TD12565273698404486752	31
952	1	SANDIE	Plumber	998876283287116	KO90026874447647110042	21
953	5	ILONA	Staller	275567952309536	JD08187515745883532336	21
954	8	CAROLYNN	Eileen	175507836894391	QW16227073754769362969	19
955	5	CARYN	Plumber	540585395332842	BC41807172982177928677	21
956	10	PINEO	Chittenden	152845856961308	BP38790241459046321444	28
957	6	WALLACE	Arica	352945628162737	KF72535147949643512721	22
958	5	JANIECE	Elmira	788087329047419	GI18739701042647485920	24
959	11	LINCOLN	Marchelle	533814821381563	UF68735435170709249121	30
960	9	HAYMAKER	Lillia	281515327131222	OM73136822933538440594	24
961	3	ED	Barb	389451067162005	AO16845176905782998381	21
962	6	ULYSSES	Kimiko	197929184023194	BM30355537021221050962	19
963	12	CARLINE	Chiang	982706109963600	BP41681214856461452022	30
964	8	JOVEL	Saturnina	219306213976025	AI56437272229529820595	18
965	11	MAREN	Chiang	291107108458523	PJ50727771321680034128	26
966	9	JOAQUIN	Boyles	940576417131829	ML63923643777905860172	29
967	9	TU	Monika	306403574081879	OR63147555142267267445	30
968	11	SPEIGHT	Tad	723057322060399	TW22657852888187083611	27
969	1	GABRIELLA	Parthenia	694138262973658	FM15860764875218874102	29
970	2	MOAD	Rafael	933956354744304	EM50238127468502476299	18
971	7	KAZUKO	Keli	729622626336436	QJ31188768398214955525	31
972	9	DOLLOFF	Kirsh	143694764074627	RK14872970899362700061	22
973	10	MASTER	Staff	094496333889162	XN06541757643425036359	20
974	3	DULCIE	Keli	378764060141593	BV48861113005406534553	24
975	8	HAMLIN	Burgett	729377252127449	LH34756210361853553800	25
976	11	MOLTON	Stephany	875604015812292	ZE10070579420578847909	27
977	10	VINCENZO	Kolman	463087249612912	YX27275388513270954305	24
978	2	SHANTI	Evelia	605415703556388	AZ24952807832409030369	23
979	6	WINDER	Gabriella	899899463698800	MQ76869958164337529562	26
980	2	CARMELITA	Robyn	062835459643305	JN08363180972064374056	19
981	9	EVELIA	Burgett	530323993762323	NC63169025106271888281	23
982	7	LEGGIO	Pineo	732465579433959	AD03167474315762909335	31
983	12	BASTIEN	Halina	134976677279088	FR74157790145519640977	19
984	8	HAMLIN	Fouch	622040015054247	GA25062512053932932394	23
985	11	RANGER	Tad	383660036258192	DV96670558027960462637	20
986	6	LILLIA	Arica	262231438189819	IL25771015840735844887	23
987	10	MIRIAM	Anamaria	079272825948417	ON80806327956301173005	22
988	9	PLEAS	Josephine	548039264022019	LW35267528832995813576	20
989	9	GRAIG	Speight	499290006353246	KL86962917206785091130	20
990	9	MERRICK	Boyd	527614059162407	GI59692288980531768391	21
991	7	TORA	Mulvey	881994408154474	VI26535026105782451329	27
992	1	MCCURLEY	Winder	632970639517257	AM87084055287249105698	21
993	12	SIMA	Margorie	940746108813152	CH07263681021717637858	30
994	2	LETCHWORTH	Hanzlik	331574140415824	ZG37932686067560453894	19
995	12	MCELRATH	Meredith	350659820123247	MO73381843568552155514	29
996	1	MEREDITH	Hettie	976515210941977	PD63830624186966615036	26
997	1	ESTA	Stephany	835301838063502	LV83703371381958052704	29
998	3	MCQUAID	Kathleen	361692307449753	RI16343330387429769683	25
999	9	GOETZINGER	Mercy	858519589781071	MP14378654333362567052	31
1000	7	SHANTI	Janey	606026761851530	QB71307686334079737703	24
1001	8	JOSEY	Mcelrath	063373084045397	HU55867909635158531206	20
1002	2	EMMONS	Zahl	372084938225835	SN94496348572284589386	21
1003	12	KENIA	Gerda	696228824430364	BA08895437487818663609	19
1004	10	DANIELA	Twiford	839246192324324	ZD92998071464090475716	23
1005	12	ISELA	Juliana	558702419275667	JK85853298992696983761	21
1006	4	ERIN	Duffer	760745315579228	KF38766012512136861594	30
1007	5	SANDIE	Miriam	736752330642975	HK11124119169229557554	22
1008	3	BARO	Westfield	249004904182887	MW75739653265533885518	23
1009	3	THURMOND	Scheck	563092989839117	FI31430288489753989895	30
1010	7	KELI	Bertone	808113956027475	RU16960429310234850060	27
1011	5	SATURNINA	Neuhaus	887311070774655	XH56278794526503558321	28
1012	3	SCHECK	Patao	975237142346192	TI09753058604260349746	21
1013	5	ISELA	Piedad	166768959091370	KT19186600908948273397	18
1014	5	SEARS	Bosak	134063107893272	RB78657310240308046545	31
1015	7	SEARS	Mayne	070499634175969	OK60929547704436118544	26
1016	9	ERIN	Robyn	160617609071428	EA52313043107206824784	28
1017	4	CRENSHAW	Deetta	242815181550496	HM70590387995198649478	18
1018	1	ASKEY	Karly	267308771423272	KV99823568762242397423	29
1019	8	KOLMAN	Vasquez	796448074905635	FP13678218209441970269	23
1020	10	KAZUKO	Darcy	613452192398410	PV33747751613619934889	30
1021	8	GUSE	Erin	918349900645479	MA20418864389491507838	25
1022	10	ASKEY	Joselyn	379319971241725	WA04987645713229363214	28
1023	3	DUFFER	Christoper	251444857343031	TG97553908945889798500	26
1024	9	BARB	Vasquez	286691646971378	ML67529635467268561656	20
1025	6	MONIKA	Stephany	744509631685217	VK09851846343882503041	23
1026	8	EVELIA	Ulysses	619687266687341	UQ76289948090250262118	30
1027	5	SYTSMA	Darcy	835650241311178	AV11228954661818848798	23
1028	4	HARRIET	Askey	022868325855463	OJ44620671205903369026	21
1029	11	VASQUEZ	Graig	603143118042793	CL30563310531468823540	25
1030	12	WESTFIELD	Mathers	688445987897489	KU43839109091468018038	26
1031	1	LAQUANDA	Harriet	256656820743197	SV48947528939268920049	24
1032	5	BOSAK	Britni	634724201456008	OS35089109953759079752	31
1033	5	GRAIG	Ranger	330048741297148	AH28279562921955291069	28
1034	1	BRAZ	Hettie	207719595549133	HU04272248511951086164	26
1035	2	WITHEY	Lorenzana	239283691085065	LE00091782655025838903	24
1036	7	LETCHWORTH	Sima	274784178896165	VD67953547859491283313	21
1037	11	KIMIKO	Ranger	437711618777852	AX42554971712239179310	19
1038	9	MASTER	Maddock	072374227745754	TV02051821816346773557	20
1039	9	SPARKS	Josey	910787104440051	LA00004071622934225265	22
1040	11	HALINA	Segovia	606298177174363	DS89732104761221723659	27
1041	6	BLISS	Britni	536578750584632	AZ94457698246972565996	19
1042	3	ELSBERRY	Bliss	909392490243484	MN57366831822061254958	18
1043	2	FRASE	Gabriella	535610292192321	UW32599030225747627605	19
1044	8	TWIFORD	Josey	669341499974276	CG71675424950093299672	30
1045	7	MCQUAID	Trivett	900655811308888	CC25281403318219260374	27
1046	8	KIMIKO	Haith	664183087929146	LW07839363730215927768	18
1047	8	ERIN	Marchelle	866019694670550	WT04667574733310383751	31
1048	1	WESTFIELD	Sandie	019414624052397	XC89407876141569725892	28
1049	2	PISANO	Ballerini	047313377414746	VO24501213660230017790	26
1050	1	MERCY	Steil	998601778771301	KB70912297658050074288	30
1051	4	RICARDO	Dolloff	109070305750182	AY28740106919054044451	31
1052	8	MARCHELLE	Mccurley	731867017250185	RV17248880145150703281	21
1053	3	KIRSH	Teasley	255728162030428	KT37884749730720939907	21
1054	6	SHANTI	Mina	853887866813573	JL25014423469793790046	21
1055	2	MEREDITH	Aarons	189646615635425	ES94887302611154866020	25
1056	7	DULCIE	Maximina	887399691681711	IW20937824170194863573	20
1057	7	MARGARETA	Rita	210283246717427	ZW35582670867732339354	28
1058	8	ELMIRA	Lorenzana	529146325520709	IM51496138133053982459	31
1059	6	VERONIQUE	Keech	171119225826843	UT76402948306853527274	24
1060	10	CARYN	Francene	064295580645409	VM58067317340267290031	21
1061	7	MATHERS	Rudy	232296224530622	PN40663455782144803360	24
1062	3	FRASE	Darcy	551694688360531	YF69780989052492664767	30
1063	7	PARTHENIA	Tora	253635440589918	ZH11426426774399822827	19
1064	10	NETA	Teasley	983348170694352	FQ26873451994970019079	18
1065	10	JULIANA	Caryn	961318785266093	DD37138078690045634575	29
1066	10	MOLTON	Lorenzana	490180473591316	WG29767364571406236653	29
1067	6	ISELA	Duffer	386424213456641	RS15151655218435935624	22
1068	7	KIRSH	Rosalba	966168397306433	PW24749824120657943297	23
1069	12	GABRIELLA	Kenia	611933909689367	FW05356095427506202743	25
1070	7	TERRELL	Sartor	602868723200569	QM58979540842121509322	24
1071	6	HALINA	Joselyn	145679221503854	JR58405547833801153873	18
1072	3	JAMEL	Mcelrath	179475182038493	WK86647844812397171483	21
1073	5	NELSON	Erin	981058908501109	OV57267127752731636078	21
1074	1	RAFAEL	Karren	441497666887779	OV51115863358957561819	18
1075	12	LILLIA	Coley	672240480282710	HG01787340722719674995	30
1076	8	TEASLEY	Pleas	085262048077239	NC44767854665675981423	27
1077	1	CHITTENDEN	Mathers	040139030810227	SD48113841666147597285	31
1078	5	DAHN	Twiford	599425416983183	XC17333573856467637213	29
1079	3	MIRIAM	Wallace	654313998931783	ST85535040211988680860	22
1080	2	BERTONE	Pleas	319259192862810	AA33646100503307657104	23
1081	1	SEARS	Dolloff	639215418038503	KV86670400329476378760	19
1082	11	RUTIGLIANO	Twiford	910453066175990	TX63240293941163704424	20
1083	8	SPEIGHT	Maren	651615787109788	VJ10406722192172104756	31
1084	2	DOLLOFF	Segovia	422693347785010	TS35982537099211607313	18
1085	5	LORENZANA	Guse	608851337635409	JP28454300957135618687	30
1086	8	HAYWOOD	Mcelrath	374625974388919	GY06975461540420611357	19
1087	6	AKIKO	Elmira	536296119541031	VP45667513310326139527	30
1088	9	BICKHAM	Maximina	483476673567994	BN00973551724807792718	23
1089	1	FRASE	Patao	795864739317275	AR81481077280821052339	18
1090	8	TAD	Guse	975545009589023	FP39397291514608194585	30
1091	11	MERRICK	Wallace	016542779192950	IZ87903703654530919537	25
1092	5	JOAQUIN	Carmelita	586980206142267	HX02910794511565851677	21
1093	2	PEARLINE	Hamlin	377421559179542	OY48203200407941380107	31
1094	10	AKIKO	Pineo	515543964899045	MJ80512971290138769369	27
1095	9	STASIA	Stasia	859450275784305	DS31938419148014704056	20
1096	11	MONTAG	Hettie	049407604648737	CL38707738459436029749	18
1097	6	TOWNER	Mayne	589022213019778	EA33677631344166277668	31
1098	10	KARREN	Piedad	543703223074485	DS77888164406711722650	19
1099	11	BICKHAM	Keech	825647445318265	PU72307776924924671420	18
1100	1	STEIL	Esta	228348279353817	YQ95922562533805871329	31
1101	3	HOLDEMAN	Wallace	031996329808820	LD98410265774068649387	30
1102	7	SEGOVIA	Carmelita	739035938440454	WM83915077580452879856	29
1103	10	PEARLINE	Landen	870502614966606	MX07084806215847420299	21
1104	2	BLISS	Rardin	263738598086513	VY76042870002799475617	20
1105	3	MARGORIE	Asaro	488941873718832	GG68795297335602272689	27
1106	3	LINCOLN	Difilippo	354171427523109	AW41652763437095586620	28
1107	8	RITA	Sartor	175135131798098	DM29571706597949850633	24
1108	5	TAD	Asaro	713173522848083	RY18310394804379917131	30
1109	1	WITHEY	Leggio	699559696751842	LP99596986064007361757	29
1110	6	STALLER	Lajuana	713890948256721	RW42118080502479329101	30
1111	7	CRENSHAW	Elmira	568607940987779	QU46806641720849958954	28
1112	3	MERRICK	Isela	541819997856263	BE10186532019565203474	22
1113	1	MAXIMINA	Gerda	401089650441448	UZ51771095403894890923	24
1114	11	STONEBRAKER	Oelke	089607556767575	JT69237647668820868353	26
1115	4	JANEY	Luna	821075683086820	LD00520146828860138284	23
1116	1	PLEAS	Twiford	075156071994072	ZR84980903991972881965	29
1117	8	LILLIA	Jovel	887464039224762	EO24757142865761023727	22
1118	4	SPEIGHT	Harriet	476650866110634	LF11359801092474967336	24
1119	6	HOLDEMAN	Hettie	855353084469304	IQ10625883458265155663	26
1120	4	KELI	Veronique	031278813003585	KG62404507702492958406	20
1121	1	FRISCH	Aarons	043437011211010	ZH28819872247470000688	19
1122	1	EMMONS	Coley	671252182780580	XQ55895780700054306340	20
1123	8	OELKE	Rufus	171881390975929	BC12044628051780372525	22
1124	6	EILEEN	Veronique	074570928380370	FT06437646466413499910	25
1125	7	ABELL	Trivett	476307694948455	ML63676819904348529462	26
1126	11	SARTOR	Janiece	107639767046991	FM97269682169690447411	23
1127	4	RICARDO	Gabriella	102652239043845	JZ13906670561543231149	30
1128	10	BOYD	Ulysses	580264077853384	KI19124991213126142497	30
1129	7	STAFF	Towner	134547461135038	WJ17558931163717977173	22
1130	5	ZAHL	Daniela	479929192913706	ML89811258743135412741	24
1131	4	PINEO	Dahn	181741749148533	HT27412192894848523470	29
1132	1	STASIA	Emogene	114621299818430	RS79976011081796752489	28
1133	7	JANEY	Arica	353451804906546	VO33472737022873502558	30
1134	7	RUDY	Tad	916924922914097	CA46336891850862908022	26
1135	7	BRITNI	Burgett	080939274337613	ZW31639657748274348166	30
1136	4	ELSBERRY	Haywood	296853475651898	WM66604460800174369180	19
1137	10	CHITTENDEN	Boyles	212421321972369	CL26319465519260156165	27
1138	3	AARONS	Aarons	222789482711289	QN20226086615787598845	29
1139	8	CARMELITA	Josey	929199329331193	EL58404374387741739993	19
1140	2	ESTA	Letchworth	813515670609479	PL37056428619473281702	30
1141	10	PARTHENIA	Jamel	747647937296885	UB36200733347645232773	20
1142	10	STALLER	Sandie	728372988779198	QY15280929882028557025	20
1143	10	HAITH	Gabriella	684764962049897	UU36067233019667036592	25
1144	11	MARGARETA	Rutigliano	219095470526219	HQ54924611037449157182	22
1145	5	CAROLYNN	Pamula	489320332653813	BI19711968071837391766	29
